S.No,English,Hindi
1496,"^   Fisher 2018 , pp.","2,24,000 [ 104 ]"
1497,,
1498,Archived from  the original   (PDF)  on 17 March 2015 .,राष्ट्रीय सूचना-विज्ञान केन्द्र  (NIC).
1499,Retrieved  1 September  2008 .,दक्षिण भारत का खाना
1500,"^  a   b   c   Petraglia & Allchin 2007 , p.",संयुक्त राष्ट्र विकास कार्यक्रम .
1501,...,७
1502,,
1503,"^  a   b   Dyson 2018 , p.",अंग्रेज़ी [ 125 ]
1504,"1 , ""Modern human beings— Homo sapiens —originated in Africa.",मूल   (PDF)  से 8 जुलाई 2016 को पुरालेखित .
1505,It seems likely that initially they came by way of the coast.,मूल   (PDF)  से 1 जनवरी 2014 को पुरालेखित .
1506,...,८
1507,,
1508,"^  a   b   Fisher 2018 , p.",अभिगमन तिथि 25 अगस्त 2015 .
1509,,
1510,"^   Dyson 2018 , p.",अर्थव्यवस्था
1511,28,९
1512,,
1513,"^   (a)  Dyson 2018 , pp.",छत्तीसगढी [ 130 ]
1514,"4–5 ; (b)  Fisher 2018 , p.",अंग्रेज़ी [ 131 ]
1515,33,१.
1516,,
1517,"^   Lowe 2015 , pp.",धार्मिक समूह
1518,,
1519,"^   (a)  Witzel 2003 , pp.",अंग्रेज़ी [ 117 ]
1520,1500 BCE and ca.,अरुणाचल प्रदेश
1521,500–400 BCE.,आंध्र प्रदेश
1522,1500–500 BCE.,तेलुगु [ 121 ]
1523,"1200–1000 BCE.""; (b)  Doniger 2014 , pp.",↑   Library of Congress 2004 .
1524,"xviii, 10, ""A Chronology of Hinduism: ca.",www.imf.org  (अंग्रेज़ी में).
1525,1500–1000 BCE Rig Veda; ca.,अंग्रेज़ी [ 117 ]
1526,"Their ritual texts are called Vedas, composed in Sanskrit.","↑  अ   आ   इ   ई   उ   ""Defence Budget"" ."
1527,Detailed evidence is lacking.,अभिगमन तिथि  2023-07-02 .
1528,"The features of this society are recorded in the Vedas.""","↑  अ   आ   Asher & Talbot 2008 , पृ॰ 53."
1529,,
1530,(p.,२.
1531,4).,३.
1532,"4–,  ISBN   978-0-19-105322-1 ,  I take the term 'Hinduism to meaningfully denote a range and history of practice characterised by a number of features, particularly reference to Vedic textual and sacrificial origins, belonging to endogamous social units (jati/varna), participating in practices that involve making an offering to a deity and receiving a blessing (puja), and a first-level cultural polytheism (although many Hindus adhere to a second-level monotheism in which many gods are regarded as emanations or manifestations of the one, supreme being).","रूस के साथ सामरिक संबंधों के अलावा, भारत का  इजरायल  और  फ्रांस  के साथ विस्तृत रक्षा संबंध हैं। हाल के वर्षों में, भारत ने क्षेत्रीय सहयोग और विश्व व्यापार संगठन के लिए एक दक्षिण एशियाई एसोसिएशन में प्रभावशाली भूमिका निभाई है।  [ 100 ]  भारत ने 100,000 सैन्य और पुलिस कर्मियों को चार महाद्वीपों भर में संयुक्त राष्ट्र के पैंतीस शांति अभियानों में सेवा प्रदान की है। [ 101 ]  भारत ने विभिन्न बहुपक्षीय मंचों, सबसे खासकर पूर्वी एशिया के शिखर बैठक और  जी-8  5 में एक सक्रिय भागीदारी निभाई है। आर्थिक क्षेत्र में भारत का दक्षिण अमेरिका, एशिया, और अफ्रीका के विकासशील देशों के साथ घनिष्ठ संबंध है। [ 102 ]"
1533,"; (c)  Michaels, Axel  (2017).",अभिगमन तिथि 17 जून 2016 .
1534,"Patrick Olivelle, Donald R.",अंग्रेज़ी [ 117 ]
1535,Davis (ed.).,उत्तर प्रदेश
1536,Oxford:  Oxford University Press .,2011 की जनगणना के आँकड़े .
1537,pp.,४.
1538,86– 97.,उर्दू
1539,ISBN   978-0-19-100709-5 .,पाक-शैली (खानपान)
1540,"(p 86) (d)  Flood, Gavin D.",population.un.org .
1541,(1996).,झारखण्ड
1542,An Introduction to Hinduism .,अभिगमन तिथि 17 जून 2016 .
1543,Cambridge University Press .,अन्तर्राष्ट्रीय मुद्रा कोष .
1544,35.,५.
1545,ISBN   978-0-521-43878-0 .,अभिगमन तिथि 25 जुलाई 2024 .
1546,"^   Dyson 2018 , pp.",संस्कृत [ 124 ]
1547,"16 ,  25",उत्तराखण्ड
1548,,
1549,"^   Dyson 2018 , p.",कोंकणी [ 126 ]
1550,16,६.
1551,,
1552,"^   Fisher 2018 , p.",जम्मू और कश्मीर
1553,59,७.
1554,,
1555,"^   (a)  Dyson 2018 , pp.",अभिगमन तिथि 25 जुलाई 2024 .
1556,"16–17 ; (b)  Fisher 2018 , p.",मूल से पुरालेखित 24 जुलाई 2024 .
1557,"67 ; (c)  Robb 2011 , pp.",2011 Census Data .
1558,"56–57 ; (d)  Ludden 2014 , pp.",अभिगमन तिथि 25 जुलाई 2024 .
1559,29–30 .,हिन्दी
1560,"^   (a)  Ludden 2014 , pp.",worldstandards.eu .
1561,28–29 ;,तमिल
1562,"46– 48,  ISBN   978-1-135-45932-1",अभिगमन तिथि 10 जून 2020 .
1563,,
1564,"^   (a)  Dyson 2018 , p.",BBC News  (अंग्रेज़ी में).
1565,"20 ; (b)  Stein 2010 , p.",अभिगमन तिथि  2023-06-26 .
1566,"90; (c)  Ramusack, Barbara N.","↑   Fisher, Michael H."
1567,"(1999),  ""Women in South Asia"" , in Barbara N.","↑    Copland 2001 , पृष्ठ 71–78"
1568,Ramusack; Sharon L.,पश्चिमी बंगाल
1569,"27– 29,  ISBN   0-253-21267-7",Journal of Public Health Policy .
1570,,
1571,"^  a   b   Kulke & Rothermund 2004 , p.",The Lancet Planetary Health .
1572,93.,८.
1573,"^   Asher & Talbot 2006 , p.",आइ॰एस॰एस॰एन॰   0197-5897 .
1574,17,९.
1575,,
1576,"^   (a)  Ludden 2014 , p.",आइ॰एस॰एस॰एन॰   2542-5196 .
1577,54 ;,१८
1578,"(b)  Asher & Talbot 2006 , pp.",↑   Oxford English Dictionary .
1579,78–79 ;,तेलंगाना
1580,"(c)  Fisher 2018 , p.",हिन्दी [ 134 ]
1581,76,"""3."
1582,,
1583,"^   (a)  Ludden 2014 , pp.","↑   ""Hindi Book Bhagwat Puran"" ."
1584,"68–70 ; (b)  Asher & Talbot 2006 , pp.",Ling Puran - लिंग पुराण - हिंदी .
1585,"19 , 24",तमिल नाडु
1586,,
1587,"^   (a)  Dyson 2018 , p.",अभिगमन तिथि  2020-04-29 .
1588,48 ;,१९
1589,"(b)  Asher & Talbot 2006 , p.",Narad Puran - नारद पुराण - हिंदी .
1590,52,
1591,,
1592,"^   Asher & Talbot 2006 , p.",मूल  से 12 फ़रवरी 2019 को पुरालेखित .
1593,74,2
1594,,
1595,"^   Asher & Talbot 2006 , p.",अभिगमन तिथि 1 मार्च 2019 .
1596,267,१०
1597,,
1598,"^   Asher & Talbot 2006 , p.","ब्रिटैनिका विश्वकोष , Inc."
1599,152,२०
1600,,
1601,"^  a   b   Fisher 2018 , p.","↑   Daniyal, Shoaib."
1602,106,
1603,,
1604,"^   (a)  Asher & Talbot 2006 , p.",मूल से 16 अक्तूबर 2007 को  पुरालेखित .
1605,289,
1606,"(b)  Fisher 2018 , p.",हिन्दी [ 137 ]
1607,120,
1608,,
1609,"38– 39,  ISBN   978-1-5261-0088-7",अभिगमन तिथि 18 जून 2007 .
1610,,
1611,"^   Peers 2013 , p.",नेपाली [ 140 ]
1612,76 .,
1613,"85,  ISBN   978-0-231-06414-9",अभिगमन तिथि  2021-05-07 .
1614,,
1615,"^   Marshall, P.",मध्य प्रदेश
1616,,
1617,"^   Fisher 2018 , pp.",हिन्दी [ 142 ]
1618,...,3
1619,,
1620,"^   Chatterji, Joya; Washbrook, David (2013), ""Introduction: Concepts and Questions"", in Chatterji, Joya; Washbrook, David (eds.),  Routledge Handbook of the South Asian Diaspora , London and New York: Routledge,  ISBN   978-0-415-48010-9 ,  Joya Chatterji   describes how the partition of the British Indian empire into the new nation states of India and Pakistan produced new diaspora on a vast, and hitherto unprecedented, scale, but hints that the sheer magnitude of refugee movements in South Asia after 1947 must be understood in the context of pre-existing migratory flows within the partitioned regions (see also Chatterji 2013).","भारत  (आधिकारिक नाम:  भारत गणराज्य ,  अंग्रेज़ी :  Republic of India ,  लिप्यन्तरण :  रिपब्लिक ऑफ़ इंडिया )  दक्षिण एशिया  में स्थित  भारतीय उपमहाद्वीप  का सबसे बड़ा देश है। भारत भौगोलिक दृष्टि से विश्व का  सातवाँ  सबसे बड़ा देश है, जबकि  जनसंख्या  के दृष्टिकोण से दुनिया का सबसे बड़ा देश है [ 20 ] । भारत के पश्चिम में  पाकिस्तान , उत्तर पश्चिम में अफगानिस्तान, उत्तर-पूर्व में  चीन ,  नेपाल  और  भूटान , पूर्व में  बांग्लादेश  और  म्यान्मार  स्थित हैं।  हिंद महासागर  में इसके दक्षिण पश्चिम में  मालदीव , दक्षिण में  श्रीलंका  और दक्षिण-पूर्व में  इंडोनेशिया  से भारत की सामुद्रिक सीमा लगती है। इसके उत्तर में  हिमालय पर्वत  तथा दक्षिण में  भारतीय महासागर  स्थित है। दक्षिण-पूर्व में  बंगाल की खाड़ी  तथा पश्चिम में  अरब सागर  है।"
1621,"^   Talbot, Ian; Singh, Gurharpal (2009),  The Partition of India , Cambridge University Press,  ISBN   978-0-521-85661-4 ,  archived  from the original on 13 December 2016 , retrieved  15 November  2015 ,  When the British divided and quit India in August 1947, they not only partitioned the subcontinent with the emergence of the two nations of India and Pakistan but also the provinces of Punjab and Bengal.","भारत में  संगीत  तथा  नृत्य  की अपनी शैलियां भी विकसित हुईं, जो बहुत ही लोकप्रिय हैं।  भरतनाट्यम ,  ओडिसी ,  कथक  प्रसिद्ध भारतीय नृत्य शैली है।  हिन्दुस्तानी संगीत  तथा  कर्नाटक संगीत  भारतीय परंपरागत संगीत की दो मुख्य धाराएं हैं।  लोक नृत्यों  में शामिल हैं  पंजाब  का  भांगड़ा ,  असम  का  बिहू ,  झारखंड  का  झुमइर  और  डमकच ,  झारखंड  और  उड़ीसा  का  छाऊ ,  राजस्थान  का  घूमर ,  गुजरात  का  डांडिया    और  गरबा , कर्नाटक जा  यक्षगान ,  महाराष्ट्र  का  लावनी  और गोवा का  देख्ननी   ।"
1622,...,2
1623,,
1624,,
1625,"^   (a)  Copland 2001 , pp.",अभिगमन तिथि 14 फरवरी 2022 .
1626,"71–78; (b)  Metcalf & Metcalf 2006 , p.",मूल  से 18 फ़रवरी 2022 को पुरालेखित .
1627,222.,
1628,"^   Dyson 2018 , pp.",पंजाबी [ 143 ]
1629,"219 , 262",तेलुगु
1630,,
1631,"^   Fisher 2018 , p.",हिन्दी [ 144 ]
1632,,
1633,"^   Metcalf & Metcalf 2012 , pp.",Springer Science + Business Media.
1634,265–266,त्रिपुरा
1635,,
1636,"^   Metcalf & Metcalf 2012 , p.",आई॰ऍस॰बी॰ऍन॰   978-1-4020-5562-1 .
1637,266,
1638,,
1639,"^   Dyson 2018 , p.",हिमाचल प्रदेश
1640,216,
1641,,
1642,E (2006).,नागालैंड
1643,"""Kashmir"" .",पंजाबी
1644,Encyclopedia Americana : Jefferson to Latin .,"↑   Petraglia & Allchin 2007 , पृ॰ 6."
1645,Scholastic Library Publishing .,"↑   Fisher, Michael H."
1646,328.,असम
1647,ISBN   978-0-7172-0139-6 .,"↑  अ   आ   Singh 2009 , पृ॰ 181."
1648,,
1649,"""Malnutrition in India: status and government initiatives"".","↑   ""Punjabi edges out Tamil in Haryana"" ."
1650,Journal of Public Health Policy .,मूल  से 31 दिसंबर 2011 को पुरालेखित .
1651,40  (1):  126– 141.,इन्हें भी देखें
1652,doi : 10.1057/s41271-018-0149-5 .,अभिगमन तिथि 18 जून 2007 .
1653,ISSN   0197-5897 .,भारतीय पर्व
1654,PMID   30353132 .,भारत सारावली
1655,S2CID   53032234 .,14 अगस्त 2012.
1656,"^   Balakrishnan, Kalpana ; Dey, Sagnik; et al.","↑  अ   आ   Singh 2009 , पृ॰प॰ 186–187."
1657,(2019).,पंजाब
1658,The Lancet Planetary Health .,"↑   Possehl 2003 , पृ॰ 2."
1659,3  (1):  e26 –   e39 .,"↑   Marshall, P."
1660,doi : 10.1016/S2542-5196(18)30261-4 .,"↑  अ   आ   Singh 2009 , पृ॰ 255."
1661,ISSN   2542-5196 .,इंडिया पोर्टल.
1662,PMC   6358127 .,महाराष्ट्र
1663,PMID   30528905 .,16 अप्रैल 2024.
1664,,
1665,"^   Karanth & Gopal 2005 , p.","↑   Witzel 2003 , पृ॰प॰ 68–69."
1666,374.,१०.
1667,,
1668,"^   Thieme 1970 , pp.",40  (1): 126–141.
1669,447–450.,बांग्ला
1670,"^  a   b   Kuiper 2010 , p.","↑   Singh 2009 , पृ॰प॰ 260–265."
1671,86.,3
1672,^  a   b   c   Clémentin-Ojha 2014 .,"↑   Singh 2009 , पृ॰प॰ 312–313."
1673,"11,  ISBN   978-1-317-49034-0","↑   Stein 1998 , पृ॰ 21."
1674,,
1675,"^   Singh 2017 , p.",13 मार्च 2024.
1676,253 .,गोआ
1677,^  a   b   Barrow 2003 .,PMID   30353132 .
1678,"^   Paturi, Joseph; Patterson, Roger (2016).","↑   Kulke & Rothermund 2004 , पृ॰ 70."
1679,"""Hinduism (with Hare Krishna)"".","↑   Stein 1998 , पृ॰प॰ 67–68."
1680,"In Hodge, Bodie; Patterson, Roger (eds.).","↑   Stein 1998 , पृ॰प॰ 78–79."
1681,United States: New Leaf Publishing Group.,"↑   Kulke & Rothermund 2004 , पृ॰ 63."
1682,59– 60.,बिहार
1683,ISBN   978-0-89051-922-6 .,"↑   Singh 2009 , पृ॰ 300."
1684,,
1685,,
1686,"^   Lowe, John J.",3  (1): e26–e39.
1687,(2017).,मणिपुर
1688,Oxford University Press .,↑   Vayu Puranam .
1689,ISBN   978-0-19-879357-1 .,"↑   Singh 2009 , पृ॰ 319."
1690,"^  a   b   Coningham & Young 2015 , pp.",मूल से 27 दिसंबर 2009 को  पुरालेखित .
1691,104–105.,मराठी
1692,"^   Kulke & Rothermund 2004 , pp.","↑   Singh 2009 , पृ॰ 367."
1693,21–23.,मिज़ो
1694,"^  a   b   Singh 2009 , p.",अभिगमन तिथि 3 अक्टूबर 2007 .
1695,181.,११.
1696,"^   Possehl 2003 , p.",PMID   30528905 .
1697,"^  a   b   c   Singh 2009 , p.","↑   Stein 1998 , पृ॰प॰ 89–90."
1698,255.,१२.
1699,"^  a   b   Singh 2009 , pp.","↑   Singh 2009 , पृ॰प॰ 408–415."
1700,186–187.,मिज़ोरम
1701,"^   Witzel 2003 , pp.","↑   Karanth, K."
1702,68–69.,मेघालय
1703,"^   Kulke & Rothermund 2004 , pp.","↑  अ   आ   Singh 2009 , पृ॰ 545."
1704,41–43.,↑
1705,"^  a   b   Singh 2009 , pp.","↑   Stein 1998 , पृ॰प॰ 98–99."
1706,250–251.,राजस्थान
1707,"^   Singh 2009 , pp.","""Land of Hindus?"
1708,260–265.,हिन्दी
1709,"^   Kulke & Rothermund 2004 , pp.","↑  अ   आ   Stein 1998 , पृ॰ 132."
1710,53–54.,↑
1711,"^   Singh 2009 , pp.","↑   ""Hindustan"" ."
1712,312–313.,सिक्किम
1713,"^   Kulke & Rothermund 2004 , pp.","↑  अ   आ   Stein 1998 , पृ॰प॰ 121–122."
1714,54–56.,↑
1715,"^   Stein 1998 , p.",Jagranjosh.com .
1716,"^   Stein 1998 , pp.","↑   Ayra, Agrawal."
1717,67–68.,↑
1718,"^   Singh 2009 , p.","""भारत का इतिहास"" ."
1719,300.,१३.
1720,"^  a   b   Singh 2009 , p.","↑   Stein 1998 , पृ॰ 124."
1721,319.,१४.
1722,"^   Stein 1998 , pp.",↑   Michael D.
1723,78–79.,↑
1724,"^   Kulke & Rothermund 2004 , p.","↑   Stein 1998 , पृ॰प॰ 127–128."
1725,"^   Singh 2009 , p.",भारत की 2011 की जनगणना.
1726,367.,१५.
1727,"^   Kulke & Rothermund 2004 , p.","↑   Ludden 2002 , पृ॰ 68."
1728,"^   Stein 1998 , pp.",31 जनवरी 2012.
1729,89–90.,↑
1730,"^   Singh 2009 , pp.","↑   ""संग्रहीत प्रति"" ."
1731,408–415.,हरियाणा
1732,"^   Stein 1998 , pp.",अभिगमन तिथि 1 मार्च 2019 .
1733,92–95.,↑
1734,"^   Kulke & Rothermund 2004 , pp.","↑   Asher & Talbot 2008 , पृ॰ 47."
1735,89–91.,↑
1736,"^  a   b   c   Singh 2009 , p.","↑   Metcalf & Metcalf 2006 , पृ॰ 6."
1737,545.,१६.
1738,"^   Stein 1998 , pp.",17 फ़रवरी 2014.
1739,98–99.,↑
1740,"^  a   b   Stein 1998 , p.",अभिगमन तिथि 3 अक्टूबर 2007 .
1741,132.,१७.
1742,"^  a   b   c   Stein 1998 , pp.","↑   Metcalf & Metcalf 2006 , पृ॰ 12."
1743,119–120.,संस्कृति
1744,"^  a   b   Stein 1998 , pp.","↑   ""संग्रहीत प्रति""   (PDF) ."
1745,121–122.,सन्दर्भ
1746,"^  a   b   Stein 1998 , p.",अभिगमन तिथि 1 अक्तूबर 2011 .
1747,123.,१८.
1748,"^  a   b   Stein 1998 , p.",मूल  से 4 मई 2006 को पुरालेखित .
1749,124.,१९.
1750,"^  a   b   Stein 1998 , pp.",अभिगमन तिथि 1 अक्तूबर 2011 .
1751,127–128.,न्यूज़18 .
1752,"^   Ludden 2002 , p.",16 मार्च 2012.
1753,"^   Asher & Talbot 2008 , p.",मूल  से 4 मार्च 2016 को पुरालेखित .
1754,"^   Metcalf & Metcalf 2006 , p.",राष्ट्रीय सूचना-विज्ञान केन्द्र (NIC) .
1755,"^   Ludden 2002 , p.",28 मार्च 2014.
1756,"^   Asher & Talbot 2008 , pp.",मूल  से 27 दिसंबर 2009 को पुरालेखित .
1757,50–51.,↑
1758,"^  a   b   Asher & Talbot 2008 , p.","जयशंकर होंगे भारत के नए विदेश सचिव"" ."
1759,"^   Metcalf & Metcalf 2006 , p.","पत्र सूचना कार्यालय, भारत सरकार."
1760,"^   Robb 2001 , p.",archive.org .
1761,"^   Stein 1998 , p.",अभिगमन तिथि 7 मई 2014 .
1762,164.,२०.
1763,"^   Asher & Talbot 2008 , p.",अभिगमन तिथि 18 फ़रवरी 2014 .
1764,115.,२१.
1765,"^   Robb 2001 , pp.",Jagranjosh.com .
1766,90–91.,↑
1767,"^  a   b   Metcalf & Metcalf 2006 , p.",मूल से 22 फ़रवरी 2014 को  पुरालेखित .
1768,"^  a   b   c   Asher & Talbot 2008 , p.","पत्र सूचना कार्यालय, भारत सरकार."
1769,152.,२२.
1770,"^   Asher & Talbot 2008 , p.",अभिगमन तिथि 18 फ़रवरी 2014 .
1771,158.,२३.
1772,"^   Stein 1998 , p.",www.census2011.co.in .
1773,169.,२४.
1774,"^   Asher & Talbot 2008 , p.","पत्र सूचना कार्यालय, भारत सरकार."
1775,186.,२५.
1776,"^  a   b   Metcalf & Metcalf 2006 , pp.",मूल से 22 फ़रवरी 2014 को  पुरालेखित .
1777,23–24.,2007.
1778,"^   Asher & Talbot 2008 , p.",अभिगमन तिथि 18 फ़रवरी 2014 .
1779,256.,२६.
1780,"^  a   b   c   Asher & Talbot 2008 , p.",मूल से 22 फ़रवरी 2014 को  पुरालेखित .
1781,286.,२७.
1782,"^   Metcalf & Metcalf 2006 , pp.","पत्र सूचना कार्यालय, भारत सरकार."
1783,44–49.,पृ॰ 6.
1784,"^   Robb 2001 , pp.",BBC News हिंदी .
1785,98–100.,Harappa.
1786,"^   Ludden 2002 , pp.",अभिगमन तिथि 31 जुलाई 2024 .
1787,128–132.,"↑   ""एस."
1788,"^   Metcalf & Metcalf 2006 , pp.",मूल से 8 मई 2014 को  पुरालेखित .
1789,51–55.,1996.
1790,"^   Metcalf & Metcalf 2006 , pp.",मूल  से 31 जुलाई 2024 को पुरालेखित .
1791,68–71.,2002.
1792,"^   Asher & Talbot 2008 , p.",मूल  से 31 जुलाई 2024 को पुरालेखित .
1793,289.,२८.
1794,"^   Robb 2001 , pp.",Northeast Portal .
1795,151–152.,APOnline .
1796,"^   Metcalf & Metcalf 2006 , pp.",अभिगमन तिथि 31 जुलाई 2024 .
1797,94–99.,पृ॰ 89.
1798,"^   Brown 1994 , p.",19 दिसम्बर 1960.
1799,"^   Peers 2006 , p.",10 फ़रवरी 2003.
1800,"^   Metcalf & Metcalf 2006 , pp.",अभिगमन तिथि  2021-05-07 .
1801,100–103.,राजनीति
1802,"^   Brown 1994 , pp.",अभिगमन तिथि 1 मार्च 2019 .
1803,85–86.,असम
1804,"^   Stein 1998 , p.","↑   ""Languages"" ."
1805,239.,२९.
1806,"^   Metcalf & Metcalf 2006 , pp.",मूल  से 14 अगस्त 2019 को पुरालेखित .
1807,103–108.,ओडिशा
1808,"^   Robb 2001 , p.",7 मार्च 2011.
1809,183.,↑
1810,"^   Sarkar 1983 , pp.",अभिगमन तिथि 1 मार्च 2019 .
1811,1–4.,U.T.
1812,"^   Copland 2001 , pp.",↑   ANI (10 सितम्बर 2014).
1813,ix–x.,केरल
1814,"^   Metcalf & Metcalf 2006 , p.",मूल से 24 अगस्त 2018 को  पुरालेखित .
1815,123.,लोग
1816,"^   Stein 1998 , p.","Chand Raj, Ph.D."
1817,"^   Stein 2010 , p.",19 दिसम्बर 1987.
1818,"^   Stein 1998 , p.",Multilingual Matters.
1819,"^  a   b   Metcalf & Metcalf 2006 , p.",अभिगमन तिथि 26 दिसम्बर 2014 .
1820,"^  a   b   Metcalf & Metcalf 2006 , p.",मूल  से 26 फ़रवरी 2016 को पुरालेखित .
1821,"^   Metcalf & Metcalf 2006 , p.",अभिगमन तिथि 25 दिसम्बर 2014 .
1822,"^   Metcalf & Metcalf 2006 , p.",मूल से 25 दिसंबर 2014 को  पुरालेखित .
1823,"^   Metcalf & Metcalf 2006 , pp.",अभिगमन तिथि 25 दिसम्बर 2014 .
1824,195–197.,कर्नाटक
1825,"^   Metcalf & Metcalf 2006 , p.",South Asia Terrorism Portal .
1826,"^   Metcalf & Metcalf 2006 , p.",मूल  से 8 नवंबर 2014 को पुरालेखित .
1827,ijrar.com .,विश्व बैंक .
1828,,
1829,"^   Metcalf & Metcalf 2006 , pp.",अभिगमन तिथि 25 दिसम्बर 2014 .
1830,265–266.,गुजरात
1831,"^   Metcalf & Metcalf 2006 , pp.",मूल  से 8 फ़रवरी 2012 को पुरालेखित .
1832,266–270.,गोवा
1833,"^   Metcalf & Metcalf 2006 , p.",अभिगमन तिथि 25 दिसम्बर 2014 .
1834,"^   Metcalf & Metcalf 2006 , p.",मूल  से 4 मार्च 2016 को पुरालेखित .
1835,"^  a   b   Metcalf & Metcalf 2006 , pp.",अभिगमन तिथि 25 दिसम्बर 2014 .
1836,247–248.,झारखण्ड
1837,"^   Metcalf & Metcalf 2006 , p.",Administration of Daman & Diu .
1838,^  a   b   c   d   Ali & Aitchison 2005 .,मूल   (PDF)  से 8 मई 2013 को पुरालेखित .
1839,"^   Dikshit & Schwartzberg 2023 , p.",अभिगमन तिथि 26 दिसम्बर 2014 .
1840,^   Prakash et al.,Government of Goa .
1841,2000 .,पंजाब
1842,"^   Kaul 1970 , p.",Government of India .
1843,,
1844,"^   Prasad 1974 , p.","↑   Kurzon, Dennis (2004)."
1845,,
1846,"^   Fisher 2018 , p.",अभिगमन तिथि 29 जून 2013 .
1847,,
1848,^   Mcgrail et al.,29 नवम्बर 1950.
1849,"2003 , p.",E Bosworth.
1850,"^   Dikshit & Schwartzberg 2023 , p.",आई॰ऍस॰बी॰ऍन॰   978-1-85359-673-5 .
1851,"^   Dikshit & Schwartzberg 2023 , pp.",मूल से 22 मार्च 2015 को  पुरालेखित .
1852,9–10.,चिली
1853,"^   Ministry of Information and Broadcasting 2007 , p.","↑   ""Directorate of Official Language"" ."
1854,^  a   b   Kumar et al.,अभिगमन तिथि 26 दिसम्बर 2014 .
1855,2006 .,बिहार
1856,"^   Dikshit & Schwartzberg 2023 , p.",मूल  से 26 दिसंबर 2014 को पुरालेखित .
1857,"^   Duff 1993 , p.",LIT Verlag Münster.
1858,"^   Basu & Xavier 2017 , p.",अभिगमन तिथि 26 दिसम्बर 2014 .
1859,"^   Dikshit & Schwartzberg 2023 , p.",मूल  से 25 अगस्त 2011 को पुरालेखित .
1860,"^   Dikshit & Schwartzberg 2023 , p.",अभिगमन तिथि 26 दिसम्बर 2014 .
1861,"^   Dikshit & Schwartzberg 2023 , p.",Tripura Official government website .
1862,"^   Dikshit & Schwartzberg 2023 , p.",मूल  से 12 फ़रवरी 2015 को पुरालेखित .
1863,"^  a   b   Chang 1967 , pp.",अभिगमन तिथि 1 मार्च 2019 .
1864,391–394.,तेलंगाना
1865,"^   Posey 1994 , p.",अभिगमन तिथि 17 मई 2015 .
1866,"^   Wolpert 2003 , p.",acts.gov.in (server) .
1867,"^   Heitzman & Worden 1996 , p.",अभिगमन तिथि 26 दिसम्बर 2014 .
1868,"^   Sharma, Vibha (15 June 2020).",मूल   (PDF)  से 7 जून 2016 को पुरालेखित .
1869,The Tribune .,13 मई 2020 .
1870,Retrieved  30 November  2020 .,"↑   Benedikter, Thomas (2009)."
1871,"^   Sethi, Nitin (3 February 2007).",आई॰ऍस॰बी॰ऍन॰   978-3-643-10231-7 .
1872,"""Global warming: Mumbai to face the heat"" .",मूल से 22 मार्च 2015 को  पुरालेखित .
1873,The Times of India .,15 मार्च 1969.
1874,Retrieved  11 March  2021 .,अभिगमन तिथि 27 दिसम्बर 2014 .
1875,"^   Gupta, Vivek; Jain, Manoj Kumar (2018).",मूल से 2 जनवरी 2015 को  पुरालेखित .
1876,Journal of Hydrology .,टाइम्स ऑफ इंडिया.
1877,567 :  489– 509.,2023-05-01 .
1878,Bibcode : 2018JHyd..567..489G .,अभिगमन तिथि 27 दिसम्बर 2014 .
1879,doi : 10.1016/j.jhydrol.2018.10.012 .,अभिगमन तिथि 27 दिसम्बर 2014 .
1880,ISSN   0022-1694 .,7 मार्च 2010.
1881,S2CID   135053362 .,बाहरी कड़ियाँ
1882,,
1883,Zoological Survey of India .,मूल से 25 फरवरी 2017 को  पुरालेखित .
1884,2012.,अन्य
1885,Archived from  the original   (PDF)  on 16 January 2013 .,विकियात्रा पर  भारत के लिए यात्रा गाइड
1886,Retrieved  20 July  2012 .,अभिगमन तिथि 29 मार्च 2017 .
1887,"^  a   b   Puri, S.",भारत प्रवेशद्वार
1888,,
1889,"^   Basak 1983 , p.",बीबीसी हिन्दी  पर  भारत
1890,"5,  ISBN   978-981-10-6605-4",भारतीय प्रबंधन संस्थान .
1891,,
1892,"198,  ISBN   978-1-349-95342-4",भारत का राष्ट्रीय पोर्टल  (हिन्दी में)
1893,,
1894,"^  a   b   ""Forest Cover in States/UTs in India in 2019"" .",भारतीय विज्ञान संस्थान   ·     प्रवेशद्वार
1895,Forest Research Institute  via  National Informatics Centre .,प्राधिकरण नियंत्रण आँकड़े   अंतरराष्ट्रीय
1896,Retrieved  16 October  2021 .,अण्डमान और निकोबार द्वीपसमूह
1897,"^   Tritsch 2001 , pp.",अरुणाचल प्रदेश
1898,11–12.,फास्ट
1899,"^   Tritsch 2001 , p.",आन्ध्र प्रदेश
1900,"(page 295)""",↑   Sanatan.
1901,,
1902,"^   Hughes, Julie E.",हिमाचल प्रदेश
1903,"(2013),  Animal Kingdoms ,  Harvard University Press , p.","अन्तिम परिवर्तन 12:27, 17 नवम्बर 2024।"
